Product Category,Payment Method,Device Type,Subscription Status,Location,Return Customer
Books,Cash on Delivery,Mobile,Free,Khulna,0.42857142857142855
Books,Cash on Delivery,Mobile,Free,Mymensingh,0.3333333333333333
Books,Cash on Delivery,Mobile,Free,Rajshahi,0.0
Books,Cash on Delivery,Mobile,Free,Rangpur,0.6666666666666666
Books,Cash on Delivery,Mobile,Free,Sylhet,0.25
Books,Cash on Delivery,Mobile,Premium,Barisal,0.2
Books,Cash on Delivery,Mobile,Premium,Chittagong,0.4
Books,Cash on Delivery,Mobile,Premium,Dhaka,0.0
Books,Cash on Delivery,Mobile,Premium,Khulna,0.75
Books,Cash on Delivery,Mobile,Premium,Mymensingh,0.25
Books,Cash on Delivery,Mobile,Premium,Rajshahi,0.6666666666666666
Books,Cash on Delivery,Mobile,Premium,Rangpur,0.0
Books,Cash on Delivery,Mobile,Premium,Sylhet,0.0
Books,Cash on Delivery,Mobile,Trial,Barisal,0.3333333333333333
Books,Cash on Delivery,Mobile,Trial,Chittagong,0.0
Books,Cash on Delivery,Mobile,Trial,Dhaka,1.0
Books,Cash on Delivery,Mobile,Trial,Khulna,1.0
Books,Cash on Delivery,Mobile,Trial,Mymensingh,0.6666666666666666
Books,Cash on Delivery,Mobile,Trial,Rajshahi,1.0
Books,Cash on Delivery,Mobile,Trial,Rangpur,0.0
Books,Cash on Delivery,Mobile,Trial,Sylhet,0.5
Books,Cash on Delivery,Tablet,Free,Barisal,0.5714285714285714
Books,Cash on Delivery,Tablet,Free,Chittagong,0.8
Books,Cash on Delivery,Tablet,Free,Dhaka,0.3333333333333333
Books,Cash on Delivery,Tablet,Free,Khulna,0.8
Books,Cash on Delivery,Tablet,Free,Mymensingh,0.0
Books,Cash on Delivery,Tablet,Free,Rajshahi,1.0
Books,Cash on Delivery,Tablet,Free,Rangpur,0.0
Books,Cash on Delivery,Tablet,Free,Sylhet,0.4444444444444444
Books,Cash on Delivery,Tablet,Premium,Barisal,0.3333333333333333
Books,Cash on Delivery,Tablet,Premium,Chittagong,0.0
Books,Cash on Delivery,Tablet,Premium,Dhaka,1.0
Books,Cash on Delivery,Tablet,Premium,Khulna,0.5
Books,Cash on Delivery,Tablet,Premium,Mymensingh,0.0
Books,Cash on Delivery,Tablet,Premium,Rajshahi,0.5
Books,Cash on Delivery,Tablet,Premium,Rangpur,0.5
Books,Cash on Delivery,Tablet,Premium,Sylhet,0.3333333333333333
Books,Cash on Delivery,Tablet,Trial,Barisal,1.0
Books,Cash on Delivery,Tablet,Trial,Chittagong,0.3333333333333333
Books,Cash on Delivery,Tablet,Trial,Dhaka,0.16666666666666666
Books,Cash on Delivery,Tablet,Trial,Khulna,1.0
Books,Cash on Delivery,Tablet,Trial,Mymensingh,0.75
Books,Cash on Delivery,Tablet,Trial,Rajshahi,0.75
Books,Cash on Delivery,Tablet,Trial,Rangpur,1.0
Books,Cash on Delivery,Tablet,Trial,Sylhet,0.5714285714285714
Books,Credit Card,Desktop,Free,Barisal,1.0
Books,Credit Card,Desktop,Free,Chittagong,0.0
Books,Credit Card,Desktop,Free,Dhaka,0.75
Books,Credit Card,Desktop,Free,Mymensingh,1.0
Books,Credit Card,Desktop,Free,Rajshahi,1.0
Books,Credit Card,Desktop,Free,Rangpur,0.25
Books,Credit Card,Desktop,Free,Sylhet,0.5
Books,Credit Card,Desktop,Premium,Barisal,1.0
Books,Credit Card,Desktop,Premium,Chittagong,0.0
Books,Credit Card,Desktop,Premium,Dhaka,0.2
Books,Credit Card,Desktop,Premium,Khulna,0.5
Books,Credit Card,Desktop,Premium,Mymensingh,0.5
Books,Credit Card,Desktop,Premium,Rajshahi,0.5
Books,Credit Card,Desktop,Premium,Rangpur,0.3333333333333333
Books,Credit Card,Desktop,Premium,Sylhet,0.6666666666666666
Books,Credit Card,Desktop,Trial,Barisal,0.2857142857142857
Books,Credit Card,Desktop,Trial,Chittagong,0.5
Books,Credit Card,Desktop,Trial,Dhaka,0.8
Books,Credit Card,Desktop,Trial,Khulna,0.625
Books,Credit Card,Desktop,Trial,Mymensingh,0.0
Books,Credit Card,Desktop,Trial,Rajshahi,0.5
Books,Credit Card,Desktop,Trial,Rangpur,0.0
Books,Credit Card,Desktop,Trial,Sylhet,0.5
Books,Credit Card,Mobile,Free,Barisal,0.16666666666666666
Books,Credit Card,Mobile,Free,Chittagong,0.4
Books,Credit Card,Mobile,Free,Dhaka,0.4
Books,Credit Card,Mobile,Free,Khulna,0.0
Books,Credit Card,Mobile,Free,Mymensingh,0.25
Books,Credit Card,Mobile,Free,Rajshahi,0.25
Books,Credit Card,Mobile,Free,Rangpur,1.0
Books,Credit Card,Mobile,Free,Sylhet,0.75
Books,Credit Card,Mobile,Premium,Barisal,0.8
Books,Credit Card,Mobile,Premium,Chittagong,0.3333333333333333
Books,Credit Card,Mobile,Premium,Dhaka,0.0
Books,Credit Card,Mobile,Premium,Khulna,1.0
Books,Credit Card,Mobile,Premium,Mymensingh,0.3333333333333333
Books,Credit Card,Mobile,Premium,Rajshahi,0.75
Books,Credit Card,Mobile,Premium,Rangpur,0.6
Books,Credit Card,Mobile,Premium,Sylhet,1.0
Books,Credit Card,Mobile,Trial,Chittagong,0.5
Books,Credit Card,Mobile,Trial,Dhaka,0.0
Books,Credit Card,Mobile,Trial,Khulna,0.0
Books,Credit Card,Mobile,Trial,Mymensingh,0.5
Books,Credit Card,Mobile,Trial,Rajshahi,1.0
Books,Credit Card,Mobile,Trial,Rangpur,1.0
Books,Credit Card,Mobile,Trial,Sylhet,0.5
Books,Credit Card,Tablet,Free,Barisal,0.5
Books,Credit Card,Tablet,Free,Chittagong,0.8
Books,Credit Card,Tablet,Free,Dhaka,0.6666666666666666
Books,Credit Card,Tablet,Free,Khulna,0.5
Books,Credit Card,Tablet,Free,Mymensingh,1.0
Books,Credit Card,Tablet,Free,Rajshahi,0.6666666666666666
Books,Credit Card,Tablet,Free,Rangpur,0.5
Books,Credit Card,Tablet,Free,Sylhet,0.5
Books,Credit Card,Tablet,Premium,Barisal,0.5
Books,Credit Card,Tablet,Premium,Chittagong,0.8
Books,Credit Card,Tablet,Premium,Dhaka,0.75
Books,Credit Card,Tablet,Premium,Khulna,0.6666666666666666
Books,Credit Card,Tablet,Premium,Mymensingh,0.4
Books,Credit Card,Tablet,Premium,Rajshahi,1.0
Books,Credit Card,Tablet,Premium,Rangpur,0.5
Books,Credit Card,Tablet,Premium,Sylhet,0.6666666666666666
Books,Credit Card,Tablet,Trial,Barisal,0.3333333333333333
Books,Credit Card,Tablet,Trial,Chittagong,0.3333333333333333
Books,Credit Card,Tablet,Trial,Dhaka,0.8
Books,Credit Card,Tablet,Trial,Khulna,0.6666666666666666
Books,Credit Card,Tablet,Trial,Mymensingh,0.6666666666666666
Books,Credit Card,Tablet,Trial,Rajshahi,1.0
Books,Credit Card,Tablet,Trial,Rangpur,0.6
Books,Credit Card,Tablet,Trial,Sylhet,1.0
Books,Debit Card,Desktop,Free,Barisal,0.5
Books,Debit Card,Desktop,Free,Chittagong,0.6666666666666666
Books,Debit Card,Desktop,Free,Dhaka,0.0
Books,Debit Card,Desktop,Free,Khulna,0.0
Books,Debit Card,Desktop,Free,Mymensingh,0.6666666666666666
Books,Debit Card,Desktop,Free,Rajshahi,0.6
Books,Debit Card,Desktop,Free,Rangpur,0.5
Books,Debit Card,Desktop,Free,Sylhet,0.6666666666666666
Books,Debit Card,Desktop,Premium,Barisal,0.25
Books,Debit Card,Desktop,Premium,Chittagong,0.2
Books,Debit Card,Desktop,Premium,Dhaka,0.6666666666666666
Books,Debit Card,Desktop,Premium,Khulna,0.6
Books,Debit Card,Desktop,Premium,Mymensingh,0.16666666666666666
Books,Debit Card,Desktop,Premium,Rajshahi,0.6
Books,Debit Card,Desktop,Premium,Rangpur,1.0
Books,Debit Card,Desktop,Premium,Sylhet,1.0
Books,Debit Card,Desktop,Trial,Barisal,0.5
Books,Debit Card,Desktop,Trial,Chittagong,0.5
Books,Debit Card,Desktop,Trial,Dhaka,0.2
Books,Debit Card,Desktop,Trial,Khulna,0.3333333333333333
Books,Debit Card,Desktop,Trial,Mymensingh,0.3333333333333333
Books,Debit Card,Desktop,Trial,Rajshahi,0.5
Books,Debit Card,Desktop,Trial,Rangpur,0.2
Books,Debit Card,Desktop,Trial,Sylhet,0.75
Books,Debit Card,Mobile,Free,Chittagong,0.0
Books,Debit Card,Mobile,Free,Dhaka,0.5
Books,Debit Card,Mobile,Free,Khulna,1.0
Books,Debit Card,Mobile,Free,Mymensingh,0.5
Books,Debit Card,Mobile,Free,Rajshahi,1.0
Books,Debit Card,Mobile,Free,Rangpur,0.6666666666666666
Books,Debit Card,Mobile,Free,Sylhet,0.6
Books,Debit Card,Mobile,Premium,Barisal,0.6
Books,Debit Card,Mobile,Premium,Chittagong,0.0
Books,Debit Card,Mobile,Premium,Dhaka,0.5
Books,Debit Card,Mobile,Premium,Khulna,0.0
Books,Debit Card,Mobile,Premium,Mymensingh,0.0
Books,Debit Card,Mobile,Premium,Rajshahi,0.6666666666666666
Books,Debit Card,Mobile,Premium,Rangpur,1.0
Books,Debit Card,Mobile,Premium,Sylhet,0.5
Books,Debit Card,Mobile,Trial,Barisal,1.0
Books,Debit Card,Mobile,Trial,Chittagong,1.0
Books,Debit Card,Mobile,Trial,Dhaka,1.0
Books,Debit Card,Mobile,Trial,Khulna,0.3333333333333333
Books,Debit Card,Mobile,Trial,Mymensingh,1.0
Books,Debit Card,Mobile,Trial,Rajshahi,0.5
Books,Debit Card,Mobile,Trial,Rangpur,0.0
Books,Debit Card,Mobile,Trial,Sylhet,0.0
Books,Debit Card,Tablet,Free,Barisal,0.6
Books,Debit Card,Tablet,Free,Chittagong,0.2
Books,Debit Card,Tablet,Free,Dhaka,0.0
Books,Debit Card,Tablet,Free,Khulna,0.8
Books,Debit Card,Tablet,Free,Mymensingh,0.0
Books,Debit Card,Tablet,Free,Rajshahi,0.6666666666666666
Books,Debit Card,Tablet,Free,Rangpur,0.8
Books,Debit Card,Tablet,Free,Sylhet,0.6666666666666666
Books,Debit Card,Tablet,Premium,Barisal,0.3333333333333333
Books,Debit Card,Tablet,Premium,Chittagong,0.42857142857142855
Books,Debit Card,Tablet,Premium,Dhaka,0.0
Books,Debit Card,Tablet,Premium,Khulna,0.5
Books,Debit Card,Tablet,Premium,Mymensingh,0.6666666666666666
Books,Debit Card,Tablet,Premium,Rajshahi,0.5
Books,Debit Card,Tablet,Premium,Rangpur,0.3333333333333333
Books,Debit Card,Tablet,Premium,Sylhet,0.4
Books,Debit Card,Tablet,Trial,Barisal,0.5
Books,Debit Card,Tablet,Trial,Chittagong,0.25
Books,Debit Card,Tablet,Trial,Dhaka,0.75
Books,Debit Card,Tablet,Trial,Khulna,0.6666666666666666
Books,Debit Card,Tablet,Trial,Mymensingh,0.5
Books,Debit Card,Tablet,Trial,Rajshahi,0.5
Books,Debit Card,Tablet,Trial,Rangpur,1.0
Books,Debit Card,Tablet,Trial,Sylhet,1.0
Books,PayPal,Desktop,Free,Barisal,0.3333333333333333
Books,PayPal,Desktop,Free,Chittagong,0.3333333333333333
Books,PayPal,Desktop,Free,Dhaka,0.0
Books,PayPal,Desktop,Free,Khulna,0.75
Books,PayPal,Desktop,Free,Mymensingh,0.5
Books,PayPal,Desktop,Free,Rajshahi,0.5
Books,PayPal,Desktop,Free,Rangpur,0.25
Books,PayPal,Desktop,Free,Sylhet,1.0
Books,PayPal,Desktop,Premium,Barisal,0.4
Books,PayPal,Desktop,Premium,Chittagong,0.5555555555555556
Books,PayPal,Desktop,Premium,Dhaka,0.0
Books,PayPal,Desktop,Premium,Khulna,0.8
Books,PayPal,Desktop,Premium,Mymensingh,0.6666666666666666
Books,PayPal,Desktop,Premium,Rangpur,0.6666666666666666
Books,PayPal,Desktop,Premium,Sylhet,0.6666666666666666
Books,PayPal,Desktop,Trial,Barisal,0.0
Books,PayPal,Desktop,Trial,Chittagong,0.5
Books,PayPal,Desktop,Trial,Dhaka,1.0
Books,PayPal,Desktop,Trial,Khulna,0.3333333333333333
Books,PayPal,Desktop,Trial,Mymensingh,0.5
Books,PayPal,Desktop,Trial,Rajshahi,0.6666666666666666
Books,PayPal,Desktop,Trial,Rangpur,0.5
Books,PayPal,Desktop,Trial,Sylhet,0.6666666666666666
Books,PayPal,Mobile,Free,Barisal,0.3333333333333333
Books,PayPal,Mobile,Free,Chittagong,0.0
Books,PayPal,Mobile,Free,Dhaka,0.7142857142857143
Books,PayPal,Mobile,Free,Khulna,0.0
Books,PayPal,Mobile,Free,Mymensingh,0.0
Books,PayPal,Mobile,Free,Rajshahi,0.6666666666666666
Books,PayPal,Mobile,Free,Rangpur,0.375
Books,PayPal,Mobile,Free,Sylhet,0.5
Books,PayPal,Mobile,Premium,Barisal,0.0
Books,PayPal,Mobile,Premium,Chittagong,0.4
Books,PayPal,Mobile,Premium,Dhaka,0.3333333333333333
Books,PayPal,Mobile,Premium,Khulna,1.0
Books,PayPal,Mobile,Premium,Mymensingh,0.0
Books,PayPal,Mobile,Premium,Rajshahi,0.4
Books,PayPal,Mobile,Premium,Rangpur,0.3333333333333333
Books,PayPal,Mobile,Premium,Sylhet,0.25
Books,PayPal,Mobile,Trial,Barisal,0.3333333333333333
Books,PayPal,Mobile,Trial,Chittagong,0.3333333333333333
Books,PayPal,Mobile,Trial,Dhaka,0.3333333333333333
Books,PayPal,Mobile,Trial,Khulna,0.0
Books,PayPal,Mobile,Trial,Mymensingh,0.4
Books,PayPal,Mobile,Trial,Rajshahi,0.4
Books,PayPal,Mobile,Trial,Sylhet,0.6666666666666666
Books,PayPal,Tablet,Free,Barisal,0.75
Books,PayPal,Tablet,Free,Chittagong,0.6666666666666666
Books,PayPal,Tablet,Free,Dhaka,0.6666666666666666
Books,PayPal,Tablet,Free,Khulna,0.8333333333333334
Books,PayPal,Tablet,Free,Mymensingh,0.6
Books,PayPal,Tablet,Free,Rajshahi,1.0
Books,PayPal,Tablet,Free,Rangpur,0.375
Books,PayPal,Tablet,Free,Sylhet,1.0
Books,PayPal,Tablet,Premium,Barisal,0.8
Books,PayPal,Tablet,Premium,Chittagong,0.6666666666666666
Books,PayPal,Tablet,Premium,Dhaka,0.8333333333333334
Books,PayPal,Tablet,Premium,Khulna,0.3333333333333333
Books,PayPal,Tablet,Premium,Mymensingh,0.0
Books,PayPal,Tablet,Premium,Rajshahi,0.0
Books,PayPal,Tablet,Premium,Rangpur,0.6666666666666666
Books,PayPal,Tablet,Premium,Sylhet,0.3333333333333333
Books,PayPal,Tablet,Trial,Barisal,0.5
Books,PayPal,Tablet,Trial,Chittagong,0.3333333333333333
Books,PayPal,Tablet,Trial,Dhaka,0.3333333333333333
Books,PayPal,Tablet,Trial,Khulna,0.5
Books,PayPal,Tablet,Trial,Mymensingh,0.25
Books,PayPal,Tablet,Trial,Rajshahi,0.0
Books,PayPal,Tablet,Trial,Rangpur,0.5
Books,PayPal,Tablet,Trial,Sylhet,0.3333333333333333
Clothing,Bank Transfer,Desktop,Free,Barisal,1.0
Clothing,Bank Transfer,Desktop,Free,Chittagong,0.6
Clothing,Bank Transfer,Desktop,Free,Dhaka,0.7142857142857143
Clothing,Bank Transfer,Desktop,Free,Khulna,0.6666666666666666
Clothing,Bank Transfer,Desktop,Free,Mymensingh,1.0
Clothing,Bank Transfer,Desktop,Free,Rajshahi,0.75
Clothing,Bank Transfer,Desktop,Free,Rangpur,0.75
Clothing,Bank Transfer,Desktop,Free,Sylhet,0.5
Clothing,Bank Transfer,Desktop,Premium,Barisal,0.42857142857142855
Clothing,Bank Transfer,Desktop,Premium,Chittagong,0.5714285714285714
Clothing,Bank Transfer,Desktop,Premium,Dhaka,1.0
Clothing,Bank Transfer,Desktop,Premium,Khulna,0.5
Clothing,Bank Transfer,Desktop,Premium,Mymensingh,0.6666666666666666
Clothing,Bank Transfer,Desktop,Premium,Rajshahi,0.6666666666666666
Clothing,Bank Transfer,Desktop,Premium,Rangpur,0.75
Clothing,Bank Transfer,Desktop,Premium,Sylhet,0.8333333333333334
Clothing,Bank Transfer,Desktop,Trial,Barisal,0.8
Clothing,Bank Transfer,Desktop,Trial,Chittagong,0.7142857142857143
Clothing,Bank Transfer,Desktop,Trial,Khulna,0.7142857142857143
Clothing,Bank Transfer,Desktop,Trial,Mymensingh,0.25
Clothing,Bank Transfer,Desktop,Trial,Rajshahi,0.25
Clothing,Bank Transfer,Desktop,Trial,Rangpur,0.5
Clothing,Bank Transfer,Desktop,Trial,Sylhet,0.5
Clothing,Bank Transfer,Mobile,Free,Chittagong,0.5555555555555556
Clothing,Bank Transfer,Mobile,Free,Dhaka,0.0
Clothing,Bank Transfer,Mobile,Free,Khulna,0.3333333333333333
Clothing,Bank Transfer,Mobile,Free,Mymensingh,1.0
Clothing,Bank Transfer,Mobile,Free,Rajshahi,1.0
Clothing,Bank Transfer,Mobile,Free,Rangpur,0.8
Clothing,Bank Transfer,Mobile,Free,Sylhet,0.4
Clothing,Bank Transfer,Mobile,Premium,Barisal,0.5
Clothing,Bank Transfer,Mobile,Premium,Chittagong,0.6
Clothing,Bank Transfer,Mobile,Premium,Dhaka,0.5
Clothing,Bank Transfer,Mobile,Premium,Khulna,0.6666666666666666
Clothing,Bank Transfer,Mobile,Premium,Mymensingh,0.2857142857142857
Clothing,Bank Transfer,Mobile,Premium,Rajshahi,0.14285714285714285
Clothing,Bank Transfer,Mobile,Premium,Rangpur,0.4
Clothing,Bank Transfer,Mobile,Premium,Sylhet,0.5
Clothing,Bank Transfer,Mobile,Trial,Barisal,0.25
Clothing,Bank Transfer,Mobile,Trial,Chittagong,0.5
Clothing,Bank Transfer,Mobile,Trial,Dhaka,1.0
Clothing,Bank Transfer,Mobile,Trial,Khulna,0.25
Clothing,Bank Transfer,Mobile,Trial,Mymensingh,1.0
Clothing,Bank Transfer,Mobile,Trial,Rajshahi,0.5
Clothing,Bank Transfer,Mobile,Trial,Rangpur,1.0
Clothing,Bank Transfer,Mobile,Trial,Sylhet,0.3333333333333333
Clothing,Bank Transfer,Tablet,Free,Barisal,0.3333333333333333
Clothing,Bank Transfer,Tablet,Free,Chittagong,0.75
Clothing,Bank Transfer,Tablet,Free,Dhaka,0.5
Clothing,Bank Transfer,Tablet,Free,Khulna,0.3333333333333333
Clothing,Bank Transfer,Tablet,Free,Mymensingh,0.5
Clothing,Bank Transfer,Tablet,Free,Rajshahi,0.3333333333333333
Clothing,Bank Transfer,Tablet,Free,Rangpur,0.0
Clothing,Bank Transfer,Tablet,Free,Sylhet,0.0
Clothing,Bank Transfer,Tablet,Premium,Barisal,0.5
Clothing,Bank Transfer,Tablet,Premium,Chittagong,0.75
Clothing,Bank Transfer,Tablet,Premium,Dhaka,0.5
Clothing,Bank Transfer,Tablet,Premium,Khulna,0.5
Clothing,Bank Transfer,Tablet,Premium,Mymensingh,0.25
Clothing,Bank Transfer,Tablet,Premium,Rajshahi,0.6
Clothing,Bank Transfer,Tablet,Premium,Rangpur,0.0
Clothing,Bank Transfer,Tablet,Premium,Sylhet,0.5
Clothing,Bank Transfer,Tablet,Trial,Barisal,0.75
Clothing,Bank Transfer,Tablet,Trial,Chittagong,0.25
Clothing,Bank Transfer,Tablet,Trial,Dhaka,0.6
Clothing,Bank Transfer,Tablet,Trial,Khulna,0.0
Clothing,Bank Transfer,Tablet,Trial,Mymensingh,0.6666666666666666
Clothing,Bank Transfer,Tablet,Trial,Rajshahi,0.3333333333333333
Clothing,Bank Transfer,Tablet,Trial,Rangpur,0.3333333333333333
Clothing,Bank Transfer,Tablet,Trial,Sylhet,0.8
Clothing,Cash on Delivery,Desktop,Free,Barisal,0.5
Clothing,Cash on Delivery,Desktop,Free,Chittagong,0.2
Clothing,Cash on Delivery,Desktop,Free,Dhaka,0.5714285714285714
Clothing,Cash on Delivery,Desktop,Free,Khulna,0.75
Clothing,Cash on Delivery,Desktop,Free,Mymensingh,0.3333333333333333
Clothing,Cash on Delivery,Desktop,Free,Rajshahi,0.3333333333333333
Clothing,Cash on Delivery,Desktop,Free,Rangpur,1.0
Clothing,Cash on Delivery,Desktop,Free,Sylhet,1.0
Clothing,Cash on Delivery,Desktop,Premium,Barisal,0.6666666666666666
Clothing,Cash on Delivery,Desktop,Premium,Chittagong,0.5
Clothing,Cash on Delivery,Desktop,Premium,Dhaka,0.0
Clothing,Cash on Delivery,Desktop,Premium,Khulna,0.6
Clothing,Cash on Delivery,Desktop,Premium,Mymensingh,0.0
Clothing,Cash on Delivery,Desktop,Premium,Rajshahi,0.5
Clothing,Cash on Delivery,Desktop,Premium,Rangpur,0.4444444444444444
Clothing,Cash on Delivery,Desktop,Premium,Sylhet,0.25
Clothing,Cash on Delivery,Desktop,Trial,Barisal,1.0
Clothing,Cash on Delivery,Desktop,Trial,Chittagong,1.0
Clothing,Cash on Delivery,Desktop,Trial,Dhaka,1.0
Clothing,Cash on Delivery,Desktop,Trial,Khulna,0.0
Clothing,Cash on Delivery,Desktop,Trial,Mymensingh,1.0
Clothing,Cash on Delivery,Desktop,Trial,Rajshahi,0.5
Clothing,Cash on Delivery,Desktop,Trial,Rangpur,0.5
Clothing,Cash on Delivery,Desktop,Trial,Sylhet,0.0
Clothing,Cash on Delivery,Mobile,Free,Barisal,1.0
Clothing,Cash on Delivery,Mobile,Free,Chittagong,0.5
Clothing,Cash on Delivery,Mobile,Free,Dhaka,0.6666666666666666
Clothing,Cash on Delivery,Mobile,Free,Khulna,0.5
Clothing,Cash on Delivery,Mobile,Free,Mymensingh,0.0
Clothing,Cash on Delivery,Mobile,Free,Rajshahi,0.2857142857142857
Clothing,Cash on Delivery,Mobile,Free,Rangpur,0.5
Clothing,Cash on Delivery,Mobile,Free,Sylhet,0.3333333333333333
Clothing,Cash on Delivery,Mobile,Premium,Barisal,0.0
Clothing,Cash on Delivery,Mobile,Premium,Chittagong,0.25
Clothing,Cash on Delivery,Mobile,Premium,Dhaka,0.3333333333333333
Clothing,Cash on Delivery,Mobile,Premium,Khulna,0.5
Clothing,Cash on Delivery,Mobile,Premium,Mymensingh,0.0
Clothing,Cash on Delivery,Mobile,Premium,Rajshahi,1.0
Clothing,Cash on Delivery,Mobile,Premium,Rangpur,0.5
Clothing,Cash on Delivery,Mobile,Premium,Sylhet,0.4
Clothing,Cash on Delivery,Mobile,Trial,Barisal,0.4
Clothing,Cash on Delivery,Mobile,Trial,Chittagong,1.0
Clothing,Cash on Delivery,Mobile,Trial,Dhaka,0.0
Clothing,Cash on Delivery,Mobile,Trial,Khulna,0.3333333333333333
Clothing,Cash on Delivery,Mobile,Trial,Mymensingh,0.0
Clothing,Cash on Delivery,Mobile,Trial,Rajshahi,1.0
Clothing,Cash on Delivery,Mobile,Trial,Rangpur,0.6666666666666666
Clothing,Cash on Delivery,Mobile,Trial,Sylhet,0.5
Clothing,Cash on Delivery,Tablet,Free,Barisal,0.5
Clothing,Cash on Delivery,Tablet,Free,Chittagong,0.4
Clothing,Cash on Delivery,Tablet,Free,Dhaka,1.0
Clothing,Cash on Delivery,Tablet,Free,Khulna,0.6
Clothing,Cash on Delivery,Tablet,Free,Mymensingh,1.0
Clothing,Cash on Delivery,Tablet,Free,Rajshahi,0.8
Clothing,Cash on Delivery,Tablet,Free,Rangpur,0.0
Clothing,Cash on Delivery,Tablet,Free,Sylhet,0.3333333333333333
Clothing,Cash on Delivery,Tablet,Premium,Barisal,0.0
Clothing,Cash on Delivery,Tablet,Premium,Chittagong,0.6666666666666666
Clothing,Cash on Delivery,Tablet,Premium,Dhaka,0.25
Clothing,Cash on Delivery,Tablet,Premium,Khulna,0.6
Clothing,Cash on Delivery,Tablet,Premium,Mymensingh,0.4
Clothing,Cash on Delivery,Tablet,Premium,Rajshahi,0.0
Clothing,Cash on Delivery,Tablet,Premium,Rangpur,0.0
Clothing,Cash on Delivery,Tablet,Premium,Sylhet,0.2
Clothing,Cash on Delivery,Tablet,Trial,Barisal,0.0
Clothing,Cash on Delivery,Tablet,Trial,Chittagong,0.3333333333333333
Clothing,Cash on Delivery,Tablet,Trial,Dhaka,1.0
Clothing,Cash on Delivery,Tablet,Trial,Khulna,0.16666666666666666
Clothing,Cash on Delivery,Tablet,Trial,Mymensingh,0.6666666666666666
Clothing,Cash on Delivery,Tablet,Trial,Rajshahi,0.4
Clothing,Cash on Delivery,Tablet,Trial,Rangpur,0.3333333333333333
Clothing,Cash on Delivery,Tablet,Trial,Sylhet,0.5
Clothing,Credit Card,Desktop,Free,Barisal,1.0
Clothing,Credit Card,Desktop,Free,Chittagong,0.6
Clothing,Credit Card,Desktop,Free,Dhaka,0.8
Clothing,Credit Card,Desktop,Free,Khulna,0.3333333333333333
Clothing,Credit Card,Desktop,Free,Mymensingh,0.75
Clothing,Credit Card,Desktop,Free,Rajshahi,1.0
Clothing,Credit Card,Desktop,Free,Rangpur,0.8
Clothing,Credit Card,Desktop,Free,Sylhet,0.0
Clothing,Credit Card,Desktop,Premium,Barisal,0.6666666666666666
Clothing,Credit Card,Desktop,Premium,Chittagong,1.0
Clothing,Credit Card,Desktop,Premium,Dhaka,0.7142857142857143
Clothing,Credit Card,Desktop,Premium,Khulna,0.5
Clothing,Credit Card,Desktop,Premium,Mymensingh,0.6666666666666666
Clothing,Credit Card,Desktop,Premium,Rajshahi,0.3333333333333333
Clothing,Credit Card,Desktop,Premium,Rangpur,0.5
Clothing,Credit Card,Desktop,Premium,Sylhet,0.3333333333333333
Clothing,Credit Card,Desktop,Trial,Barisal,0.6
Clothing,Credit Card,Desktop,Trial,Chittagong,0.5
Clothing,Credit Card,Desktop,Trial,Dhaka,0.3333333333333333
Clothing,Credit Card,Desktop,Trial,Khulna,0.6
Clothing,Credit Card,Desktop,Trial,Mymensingh,0.6
Clothing,Credit Card,Desktop,Trial,Rajshahi,0.5
Clothing,Credit Card,Desktop,Trial,Rangpur,0.6666666666666666
Clothing,Credit Card,Desktop,Trial,Sylhet,1.0
Clothing,Credit Card,Mobile,Free,Barisal,0.0
Clothing,Credit Card,Mobile,Free,Chittagong,0.3333333333333333
Clothing,Credit Card,Mobile,Free,Dhaka,0.3333333333333333
Clothing,Credit Card,Mobile,Free,Khulna,0.4
Clothing,Credit Card,Mobile,Free,Mymensingh,0.5
Clothing,Credit Card,Mobile,Free,Rajshahi,0.0
Clothing,Credit Card,Mobile,Free,Rangpur,0.3333333333333333
Clothing,Credit Card,Mobile,Free,Sylhet,0.6
Clothing,Credit Card,Mobile,Premium,Barisal,0.4
Clothing,Credit Card,Mobile,Premium,Chittagong,0.6666666666666666
Clothing,Credit Card,Mobile,Premium,Dhaka,0.5
Clothing,Credit Card,Mobile,Premium,Khulna,0.14285714285714285
Clothing,Credit Card,Mobile,Premium,Mymensingh,0.5
Clothing,Credit Card,Mobile,Premium,Rajshahi,0.5
Clothing,Credit Card,Mobile,Premium,Rangpur,0.0
Clothing,Credit Card,Mobile,Premium,Sylhet,0.4
Clothing,Credit Card,Mobile,Trial,Barisal,0.3333333333333333
Clothing,Credit Card,Mobile,Trial,Chittagong,0.25
Clothing,Credit Card,Mobile,Trial,Dhaka,1.0
Clothing,Credit Card,Mobile,Trial,Khulna,0.6
Clothing,Credit Card,Mobile,Trial,Mymensingh,0.3333333333333333
Clothing,Credit Card,Mobile,Trial,Rajshahi,0.8
Clothing,Credit Card,Mobile,Trial,Rangpur,0.3333333333333333
Clothing,Credit Card,Mobile,Trial,Sylhet,0.0
Clothing,Credit Card,Tablet,Free,Barisal,0.5
Clothing,Credit Card,Tablet,Free,Chittagong,0.5555555555555556
Clothing,Credit Card,Tablet,Free,Dhaka,0.5
Clothing,Credit Card,Tablet,Free,Khulna,0.3333333333333333
Clothing,Credit Card,Tablet,Free,Mymensingh,0.8333333333333334
